day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;102700;PEARLS;9998;1;9995;21;;;10005;21;;;;;10001.5;-48.0
-1;102800;BANANAS;4933;27;;;;;4936;3;4940;27;;;4934.5;193.90625
-1;102800;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;102900;BANANAS;4934;1;4933;24;;;4938;4;4940;25;;;4936.0;182.57031
-1;102900;PEARLS;9996;1;9995;24;;;10002;5;10004;1;10005;24;9999.0;-48.0
-1;103000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;103000;BANANAS;4936;2;4933;27;;;4940;27;;;;;4938.0;195.42188
-1;103100;PEARLS;9996;1;9995;21;;;10000;6;10004;1;10005;21;9998.0;-48.0
-1;103100;BANANAS;4933;22;;;;;4940;22;;;;;4936.5;191.54688
-1;103200;BANANAS;4932;30;;;;;4939;30;;;;;4935.5;204.04688
-1;103200;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;103300;BANANAS;4932;1;4931;21;;;4938;22;;;;;4935.0;221.34375
-1;103300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;103400;BANANAS;4932;2;4931;25;;;4938;27;;;;;4935.0;225.19531
-1;103400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;103500;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;103500;BANANAS;4931;27;;;;;4938;27;;;;;4934.5;229.65625
-1;103600;PEARLS;9996;1;9995;26;;;9998;4;10002;7;10004;1;9997.0;-48.0
-1;103600;BANANAS;4931;27;;;;;4936;7;4937;1;4938;26;4933.5;234.46094
-1;103700;BANANAS;4931;30;;;;;4936;8;4938;30;;;4933.5;236.34375
-1;103700;PEARLS;9995;30;;;;;9998;1;10002;8;10005;30;9996.5;-48.0
-1;103800;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;103800;BANANAS;4931;32;;;;;4937;2;4938;30;;;4934.0;236.4375
-1;103900;PEARLS;9998;3;9996;1;9995;27;10004;1;10005;27;;;10001.0;-48.0
-1;103900;BANANAS;4932;5;4931;27;;;4938;28;;;;;4935.0;224.95312
-1;104000;PEARLS;9996;1;9995;21;;;9998;2;10004;1;10005;21;9997.0;-48.0
-1;104000;BANANAS;4931;22;;;;;4938;22;;;;;4934.5;231.9375
-1;104100;BANANAS;4931;1;4930;30;;;4937;31;;;;;4934.0;241.44531
-1;104100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;104200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-48.0
-1;104200;BANANAS;4930;31;;;;;4937;31;;;;;4933.5;251.57812
-1;104300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;104300;BANANAS;4930;21;;;;;4937;21;;;;;4933.5;253.24219
-1;104400;PEARLS;9996;1;9995;23;;;10000;6;10002;2;10004;1;9998.0;-48.0
-1;104400;BANANAS;4929;24;;;;;4934;2;4936;24;;;4931.5;268.32812
-1;104500;BANANAS;4930;2;4929;29;;;4931;5;4936;31;;;4930.5;263.07812
-1;104500;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-48.0
-1;104600;BANANAS;4929;26;;;;;4936;26;;;;;4932.5;271.9922
-1;104600;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-48.0
-1;104700;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;104700;BANANAS;4929;30;;;;;4936;30;;;;;4932.5;278.34375
-1;104800;PEARLS;9998;4;9995;21;;;10005;21;;;;;10001.5;-48.0
-1;104800;BANANAS;4929;6;4928;21;;;4935;21;;;;;4932.0;286.85938
-1;104900;PEARLS;9998;5;9996;1;9995;23;10004;1;10005;23;;;10001.0;-48.0
-1;104900;BANANAS;4929;5;4928;24;;;4935;24;;;;;4932.0;287.29688
-1;105000;BANANAS;4928;21;;;;;4935;21;;;;;4931.5;295.7422
-1;105000;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;105100;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;-48.0
-1;105100;BANANAS;4928;22;;;;;4935;22;;;;;4931.5;298.4453
-1;105200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;105200;BANANAS;4928;30;;;;;4935;30;;;;;4931.5;293.89062
-1;105300;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;105300;BANANAS;4929;1;4928;30;;;4935;31;;;;;4932.0;285.45312
-1;105400;BANANAS;4932;6;4929;23;;;4935;2;4936;21;;;4933.5;276.125
-1;105400;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-48.0
-1;105500;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-48.0
-1;105500;BANANAS;4929;1;4928;27;;;4931;5;4935;29;;;4930.0;281.15625
-1;105600;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;105600;BANANAS;4929;28;;;;;4936;28;;;;;4932.5;278.92188
-1;105700;PEARLS;9995;29;;;;;10002;2;10005;29;;;9998.5;-48.0
-1;105700;BANANAS;4928;29;;;;;4933;2;4935;29;;;4930.5;289.0
-1;105800;BANANAS;4928;32;;;;;4935;32;;;;;4931.5;286.41406
-1;105800;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;105900;PEARLS;10002;1;9995;23;;;10005;23;;;;;10003.5;-48.0
-1;105900;BANANAS;4928;23;;;;;4935;23;;;;;4931.5;286.9453
-1;106000;PEARLS;9998;5;9996;2;9995;26;10004;2;10005;26;;;10001.0;-48.0
-1;106000;BANANAS;4933;1;4929;5;4928;28;4935;28;;;;;4934.0;289.8125
-1;106100;PEARLS;9996;1;9995;24;;;10002;7;10004;1;10005;24;9999.0;-48.0
-1;106100;BANANAS;4929;1;4928;24;;;4933;8;4935;25;;;4931.0;282.70312
-1;106200;BANANAS;4929;29;;;;;4936;29;;;;;4932.5;273.59375
-1;106200;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-48.0
-1;106300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;106300;BANANAS;4928;25;;;;;4929;1;4931;5;4935;25;4928.5;285.3047
-1;106400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;106400;BANANAS;4929;1;4928;25;;;4935;27;;;;;4932.0;283.0625
-1;106500;PEARLS;9998;8;9995;25;;;10005;25;;;;;10001.5;-48.0
-1;106500;BANANAS;4929;8;4928;25;;;4935;25;;;;;4932.0;286.57812
-1;106600;BANANAS;4928;30;;;;;4933;2;4935;30;;;4930.5;283.3125
-1;106600;PEARLS;9995;30;;;;;10002;2;10005;30;;;9998.5;-48.0
-1;106700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;106700;BANANAS;4928;31;;;;;4935;31;;;;;4931.5;286.84375
-1;106800;PEARLS;9998;6;9996;2;9995;25;10004;2;10005;25;;;10001.0;-48.0
-1;106800;BANANAS;4929;8;4928;25;;;4935;27;;;;;4932.0;285.6172
-1;106900;PEARLS;9998;7;9995;23;;;10005;23;;;;;10001.5;-48.0
-1;106900;BANANAS;4930;7;4929;23;;;4936;23;;;;;4933.0;273.04688
-1;107000;BANANAS;4930;1;4929;30;;;4936;30;;;;;4933.0;266.79688
-1;107000;PEARLS;9998;2;9996;1;9995;29;10004;1;10005;29;;;10001.0;-48.0
-1;107100;PEARLS;10002;4;9998;1;9996;1;10004;1;10005;26;;;10003.0;-48.0
-1;107100;BANANAS;4930;1;4929;27;;;4935;1;4936;26;;;4932.5;277.76562
-1;107200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-48.0
-1;107200;BANANAS;4930;2;4929;21;;;4936;23;;;;;4933.0;264.95312
-1;107300;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;-48.0
-1;107300;BANANAS;4933;4;4929;23;;;4935;23;;;;;4934.0;280.03125
-1;107400;BANANAS;4928;29;;;;;4935;29;;;;;4931.5;288.27344
-1;107400;PEARLS;10002;10;9995;29;;;10005;29;;;;;10003.5;-48.0
-1;107500;BANANAS;4928;27;;;;;4935;27;;;;;4931.5;293.65625
-1;107500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;107600;PEARLS;9995;25;;;;;10002;3;10005;25;;;9998.5;-48.0
-1;107600;BANANAS;4928;24;;;;;4933;3;4935;25;;;4930.5;294.0
-1;107700;BANANAS;4928;21;;;;;4935;21;;;;;4931.5;290.25
-1;107700;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;107800;BANANAS;4928;31;;;;;4935;31;;;;;4931.5;288.57812
-1;107800;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;107900;PEARLS;9995;25;;;;;10002;1;10005;25;;;9998.5;-48.0
-1;107900;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;288.17188
-1;108000;PEARLS;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;-48.0
-1;108000;BANANAS;4929;8;4928;23;;;4935;23;;;;;4932.0;288.73438
-1;108100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;108100;BANANAS;4928;30;;;;;4935;30;;;;;4931.5;292.10156
-1;108200;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;288.76562
-1;108200;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;108300;PEARLS;10002;9;9998;7;9995;27;10005;27;;;;;10003.5;-48.0
-1;108300;BANANAS;4929;6;4928;27;;;4935;27;;;;;4932.0;295.1953
-1;108400;PEARLS;9998;9;9995;20;;;10005;20;;;;;10001.5;-48.0
-1;108400;BANANAS;4929;9;4928;20;;;4935;20;;;;;4932.0;282.04688
-1;108500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;108500;BANANAS;4928;30;;;;;4935;30;;;;;4931.5;292.4297
-1;108600;BANANAS;4928;31;;;;;4929;1;4934;1;4935;30;4928.5;297.28125
-1;108600;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;-48.0
-1;108700;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;108700;BANANAS;4929;2;4928;25;;;4935;27;;;;;4932.0;284.07812
-1;108800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;108800;BANANAS;4934;1;4929;2;4928;24;4935;26;;;;;4934.5;281.57812
-1;108900;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;-48.0
-1;108900;BANANAS;4928;23;;;;;4933;1;4935;23;;;4930.5;289.41406
-1;109000;BANANAS;4929;3;4928;23;;;4935;24;;;;;4932.0;283.52344
-1;109000;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;-48.0
-1;109100;BANANAS;4929;22;;;;;4934;10;4935;2;4936;20;4931.5;277.375
-1;109100;PEARLS;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;-48.0
-1;109200;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;109200;BANANAS;4933;3;4929;25;;;4936;25;;;;;4934.5;276.8047
-1;109300;BANANAS;4930;6;4929;25;;;4935;1;4936;24;;;4932.5;276.83594
-1;109300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;24;;;10003.0;-48.0
-1;109400;BANANAS;4930;1;4929;23;;;4932;4;4934;9;4936;25;4931.0;265.0625
-1;109400;PEARLS;9996;2;9995;23;;;10002;9;10004;2;10005;23;9999.0;-48.0
-1;109500;BANANAS;4934;10;4930;5;4929;30;4936;30;;;;;4935.0;272.6875
-1;109500;PEARLS;9998;5;9995;30;;;10005;30;;;;;10001.5;-48.0
-1;109600;PEARLS;9998;5;9995;21;;;10005;21;;;;;10001.5;-48.0
-1;109600;BANANAS;4930;4;4929;21;;;4936;21;;;;;4933.0;270.08594
-1;109700;BANANAS;4929;28;;;;;4936;28;;;;;4932.5;269.75
-1;109700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;109800;BANANAS;4929;2;4928;25;;;4935;27;;;;;4932.0;284.46094
-1;109800;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;109900;BANANAS;4928;29;;;;;4935;29;;;;;4931.5;284.84375
-1;109900;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;110000;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;110000;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;292.3828
-1;110100;BANANAS;4934;1;4928;25;;;4935;25;;;;;4934.5;288.6875
-1;110100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;110200;BANANAS;4928;28;;;;;4929;1;4935;28;;;4928.5;283.03906
-1;110200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;110300;BANANAS;4929;27;;;;;4934;5;4936;27;;;4931.5;269.76562
-1;110300;PEARLS;9996;1;9995;26;;;10002;5;10004;1;10005;26;9999.0;-48.0
-1;110400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;110400;BANANAS;4929;26;;;;;4936;26;;;;;4932.5;276.1875
-1;110500;BANANAS;4929;21;;;;;4936;21;;;;;4932.5;265.71875
-1;110500;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;110600;BANANAS;4929;27;;;;;4935;27;;;;;4932.0;280.32812
-1;110600;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;-48.0
-1;110700;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;290.1875
-1;110700;PEARLS;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;-48.0
-1;110800;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;110800;BANANAS;4932;4;4929;24;;;4935;2;4936;22;;;4933.5;277.51562
-1;110900;BANANAS;4928;26;;;;;4933;2;4935;26;;;4930.5;280.84375
-1;110900;PEARLS;9995;26;;;;;10002;2;10005;26;;;9998.5;-48.0
-1;111000;BANANAS;4929;26;;;;;4936;26;;;;;4932.5;278.21094
-1;111000;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;111100;BANANAS;4928;20;;;;;4930;5;4935;21;;;4929.0;283.01562
-1;111100;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;111200;PEARLS;9998;6;9996;1;9995;20;10004;1;10005;20;;;10001.0;-48.0
-1;111200;BANANAS;4933;1;4929;6;4928;21;4934;1;4935;20;;;4933.5;297.1797
-1;111300;BANANAS;4928;30;;;;;4929;1;4933;4;4935;30;4928.5;289.8828
-1;111300;PEARLS;9996;1;9995;29;;;10002;4;10004;1;10005;29;9999.0;-48.0
-1;111400;BANANAS;4928;21;;;;;4935;21;;;;;4931.5;294.57812
-1;111400;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;-48.0
-1;111500;BANANAS;4928;24;;;;;4935;24;;;;;4931.5;286.79688
-1;111500;PEARLS;10002;5;9996;1;9995;23;10004;1;10005;23;;;10003.0;-48.0
-1;111600;PEARLS;9996;1;9995;24;;;10002;1;10004;1;10005;24;9999.0;-48.0
-1;111600;BANANAS;4928;25;;;;;4933;1;4935;25;;;4930.5;287.625
-1;111700;BANANAS;4928;20;;;;;4935;20;;;;;4931.5;281.0625
-1;111700;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;111800;BANANAS;4930;2;4929;23;;;4936;25;;;;;4933.0;261.6797
-1;111800;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;111900;BANANAS;4930;24;;;;;4936;24;;;;;4933.0;259.52344
-1;111900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;112000;BANANAS;4930;24;;;;;4936;1;4937;23;;;4933.0;256.51562
-1;112000;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;112100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;112100;BANANAS;4929;25;;;;;4936;25;;;;;4932.5;267.45312
-1;112200;BANANAS;4929;20;;;;;4936;20;;;;;4932.5;262.28125
-1;112200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;112300;BANANAS;4929;26;;;;;4936;27;;;;;4932.5;273.48438
-1;112300;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;112400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;112400;BANANAS;4929;28;;;;;4935;28;;;;;4932.0;280.15625
-1;112500;PEARLS;9998;9;9996;1;9995;24;10004;1;10005;24;;;10001.0;-48.0
-1;112500;BANANAS;4929;10;4928;24;;;4930;3;4935;25;;;4929.5;285.1953
-1;112600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;112600;BANANAS;4928;29;;;;;4935;29;;;;;4931.5;284.78125
-1;112700;BANANAS;4928;22;;;;;4931;1;4934;1;4935;21;4929.5;294.95312
-1;112700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;112800;PEARLS;9995;27;;;;;10002;5;10005;27;;;9998.5;-48.0
-1;112800;BANANAS;4928;27;;;;;4933;5;4935;27;;;4930.5;290.0703
-1;112900;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;112900;BANANAS;4928;2;4927;23;;;4934;25;;;;;4931.0;301.16406
-1;113000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;113000;BANANAS;4928;30;;;;;4935;30;;;;;4931.5;288.3672
-1;113100;BANANAS;4928;22;;;;;4933;9;4935;22;;;4930.5;286.9922
-1;113100;PEARLS;9995;22;;;;;10002;9;10005;22;;;9998.5;-48.0
-1;113200;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;113200;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;288.08594
-1;113300;PEARLS;9996;2;9995;20;;;10002;2;10004;2;10005;20;9999.0;-48.0
-1;113300;BANANAS;4928;22;;;;;4933;2;4935;22;;;4930.5;287.72656
-1;113400;PEARLS;10002;1;9995;29;;;10005;29;;;;;10003.5;-48.0
-1;113400;BANANAS;4928;29;;;;;4935;29;;;;;4931.5;289.89062
-1;113500;PEARLS;9998;3;9996;1;9995;28;10004;1;10005;28;;;10001.0;-48.0
-1;113500;BANANAS;4934;1;4929;3;4928;29;4935;29;;;;;4934.5;288.83594
-1;113600;BANANAS;4928;24;;;;;4933;3;4935;24;;;4930.5;298.98438
-1;113600;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;-48.0
-1;113700;PEARLS;9996;1;9995;26;;;10002;8;10004;1;10005;26;9999.0;-48.0
-1;113700;BANANAS;4928;27;;;;;4933;8;4934;1;4935;26;4930.5;296.9375
-1;113800;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;113800;BANANAS;4928;25;;;;;4935;25;;;;;4931.5;287.84375
-1;113900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;113900;BANANAS;4927;21;;;;;4932;1;4934;21;;;4929.5;308.78125
-1;114000;BANANAS;4927;2;4926;25;;;4933;27;;;;;4930.0;323.60156
-1;114000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;114100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;114100;BANANAS;4932;1;4927;30;;;4934;30;;;;;4933.0;309.57812
-1;114200;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;114200;BANANAS;4928;1;4927;30;;;4934;31;;;;;4931.0;305.64062
-1;114300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;114300;BANANAS;4932;8;4927;21;;;4934;21;;;;;4933.0;313.79688
-1;114400;BANANAS;4927;2;4926;25;;;4933;27;;;;;4930.0;320.95312
-1;114400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;114500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;114500;BANANAS;4926;27;;;;;4927;1;4933;27;;;4926.5;327.5
-1;114600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;114600;BANANAS;4926;28;;;;;4932;1;4933;27;;;4929.0;335.6172
-1;114700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;114700;BANANAS;4930;4;4926;30;;;4933;30;;;;;4931.5;329.89062
-1;114800;BANANAS;4926;21;;;;;4933;21;;;;;4929.5;334.21094
-1;114800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;114900;PEARLS;9996;2;9995;25;;;10002;3;10004;2;10005;25;9999.0;-48.0
-1;114900;BANANAS;4926;2;4925;25;;;4930;3;4932;27;;;4928.0;343.15625
-1;115000;PEARLS;9996;2;9995;28;;;10002;4;10004;2;10005;28;9999.0;-48.0
-1;115000;BANANAS;4929;5;4925;30;;;4930;4;4931;2;4932;28;4929.5;355.39844
-1;115100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;115100;BANANAS;4925;26;;;;;4931;2;4932;25;;;4928.0;356.64062
-1;115200;BANANAS;4926;5;4925;28;;;4932;28;;;;;4929.0;354.0547
-1;115200;PEARLS;9998;5;9996;2;9995;26;10004;2;10005;26;;;10001.0;-48.0
-1;115300;PEARLS;10002;11;9996;2;9995;28;10004;2;10005;28;;;10003.0;-48.0
-1;115300;BANANAS;4926;30;;;;;4932;30;;;;;4929.0;340.42188
-1;115400;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;-48.0
-1;115400;BANANAS;4926;9;4925;29;;;4931;1;4932;28;;;4928.5;355.9453
-1;115500;PEARLS;9996;2;9995;23;;;9998;4;10004;2;10005;23;9997.0;-48.0
-1;115500;BANANAS;4925;25;;;;;4931;2;4932;23;;;4928.0;354.96094
-1;115600;BANANAS;4924;31;;;;;4931;31;;;;;4927.5;367.41406
-1;115600;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;115700;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;-48.0
-1;115700;BANANAS;4926;5;4925;31;;;4931;1;4932;30;;;4928.5;357.53125
-1;115800;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;115800;BANANAS;4924;30;;;;;4931;30;;;;;4927.5;372.8203
-1;115900;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;-48.0
-1;115900;BANANAS;4927;6;4925;9;4924;28;4931;28;;;;;4929.0;371.34375
-1;116000;BANANAS;4925;1;4924;29;;;4929;4;4931;30;;;4927.0;365.3125
-1;116000;PEARLS;9996;1;9995;29;;;10002;4;10004;1;10005;29;9999.0;-48.0
-1;116100;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;116100;BANANAS;4927;2;4924;28;;;4931;28;;;;;4929.0;368.3672
-1;116200;PEARLS;9998;1;9995;26;;;10005;26;;;;;10001.5;-48.0
-1;116200;BANANAS;4925;1;4924;26;;;4931;26;;;;;4928.0;374.85938
-1;116300;PEARLS;9996;2;9995;24;;;9998;1;10002;10;10004;2;9997.0;-48.0
-1;116300;BANANAS;4924;26;;;;;4929;10;4931;26;;;4926.5;372.29688
-1;116400;BANANAS;4925;2;4924;29;;;4929;2;4931;31;;;4927.0;362.7422
-1;116400;PEARLS;9996;2;9995;29;;;9998;1;10002;2;10004;2;9997.0;-48.0
-1;116500;BANANAS;4930;1;4925;29;;;4931;2;4932;27;;;4930.5;356.8047
-1;116500;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-48.0
-1;116600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;116600;BANANAS;4925;29;;;;;4932;30;;;;;4928.5;353.39844
-1;116700;BANANAS;4926;23;;;;;4932;1;4933;22;;;4929.0;337.40625
-1;116700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;116800;BANANAS;4926;30;;;;;4927;2;4933;30;;;4926.5;335.5625
-1;116800;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;116900;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;116900;BANANAS;4926;29;;;;;4933;29;;;;;4929.5;333.42188
-1;117000;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;117000;BANANAS;4926;21;;;;;4932;21;;;;;4929.0;340.14062
-1;117100;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;-48.0
-1;117100;BANANAS;4925;24;;;;;4926;5;4930;4;4932;26;4925.5;341.52344
-1;117200;BANANAS;4926;23;;;;;4932;1;4933;22;;;4929.0;335.875
-1;117200;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;117300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;117300;BANANAS;4931;1;4925;29;;;4932;29;;;;;4931.5;342.10156
-1;117400;PEARLS;9996;2;9995;30;;;10002;1;10004;2;10005;30;9999.0;-48.0
-1;117400;BANANAS;4926;2;4925;30;;;4932;32;;;;;4929.0;344.21094
-1;117500;PEARLS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;-48.0
-1;117500;BANANAS;4926;1;4925;22;;;4930;10;4932;23;;;4928.0;341.1328
-1;117600;BANANAS;4926;5;4925;22;;;4932;23;;;;;4929.0;344.85938
-1;117600;PEARLS;9998;4;9996;1;9995;22;10004;1;10005;22;;;10001.0;-48.0
-1;117700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;117700;BANANAS;4925;24;;;;;4931;24;;;;;4928.0;360.1953
-1;117800;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;-48.0
-1;117800;BANANAS;4925;26;;;;;4930;5;4931;1;4932;25;4927.5;359.02344
-1;117900;BANANAS;4925;31;;;;;4932;31;;;;;4928.5;352.2578
-1;117900;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;-48.0
-1;118000;BANANAS;4930;1;4925;30;;;4931;1;4932;29;;;4930.5;354.35938
-1;118000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;118100;BANANAS;4926;4;4925;20;;;4932;20;;;;;4929.0;351.23438
-1;118100;PEARLS;10002;1;9998;4;9995;20;10005;20;;;;;10003.5;-48.0
-1;118200;PEARLS;9996;1;9995;25;;;10002;7;10004;1;10005;25;9999.0;-48.0
-1;118200;BANANAS;4925;1;4924;25;;;4929;7;4931;26;;;4927.0;363.3125
-1;118300;BANANAS;4925;23;;;;;4930;3;4932;23;;;4927.5;356.28906
-1;118300;PEARLS;10002;2;9995;23;;;10005;23;;;;;10003.5;-48.0
-1;118400;BANANAS;4925;28;;;;;4931;28;;;;;4928.0;360.22656
-1;118400;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
